date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr,
07/25/2022,Push Jerk 1-1-1-2-2,Push Jerk for load: #1: 1 rep #2: 1 rep #3: 1 rep #4: 2 reps #5: 2 reps,205,205,Load,Push Jerk,"[{""load"":165,""success"":true},{""load"":185,""success"":true},{""load"":205,""success"":true},{""load"":165,""success"":true},{""load"":175,""success"":true}]",top set @RPE7 back was feeling little tender from all the pullz did yesterday b/t hanging sets & 🦍 🛒 backoffs -20% -15% for @BW double felt 🧨🎯🤘@rawBeltless,RX,,
07/25/2022,Snatch Pull 3x3,Snatch Pull for load: #1: 3 reps @ 95% #2: 3 reps @ 100% #3: 3 reps @ 105%,235,235,Load,Snatch Pull,"[{""load"":215,""success"":true},{""load"":225,""success"":true},{""load"":235,""success"":true}]","dug deep, stayed tight @rawStrapd 🎯🤘#3RMSNP",RX,,
07/25/2022,Squat Pause Snatch 8x1,Squat Pause Snatch for load: #1: 1 rep @ 70% #2: 1 rep @ 70% #3: 1 rep @ 70% #4: 1 rep @ 75% #5: 1 rep @ 75% #6: 1 rep @ 80% #7: 1 rep @ 85% #8: 1 rep @ 88%,165,165,Load,Squat Pause Snatch,"[{""load"":115,""success"":true},{""load"":125,""success"":true},{""load"":125,""success"":true},{""load"":135,""success"":true},{""load"":135,""success"":true},{""load"":145,""success"":true},{""load"":155,""success"":true},{""load"":165,""success"":true}]","No misses, started feeling 🤕 from hanging 3x sets treestands 🐺 dialed it in @set4+ no misses 145-165 went up @RPE5-7 @beltless🤘",RX,,
07/25/2022,High Bar Back Squat 5-5-5-3,High Bar Back Squat for load: #1: 5 reps @ 80% #2: 5 reps @ 80% #3: 5 reps @ 85% #4: 3 reps @ 90%,300,300,Load,High Bar Back Squat,"[{""load"":255,""success"":true},{""load"":255,""success"":true},{""load"":275,""success"":true},{""load"":300,""success"":true}]",@beltless nSleeves thru set #2 back started chirping 🤕 #BeltOnBMD 👹sets 3-4 pushing the threshold into #ForcedAdaptation => w8 went up w/o significant drop in RFD 🎯🤘,RX,,
07/26/2022,Clean Pull 3x3,Clean Pull for load: #1: 3 reps @ 95% #2: 3 reps @ 100% #3: 3 reps @ 100%,265,265,Load,Clean Pull,"[{""load"":245,""success"":true},{""load"":255,""success"":true},{""load"":265,""success"":true}]",@Raw @Strapd 🧨🎯🤘#3RMCLP,RX,,
07/26/2022,BTN PP + OHS Complex 6x3,BTN PP + OHS Complex for load: #1: 2 + 1 reps @ 35% #2: 2 + 1 reps @ 45% #3: 2 + 1 reps @ 50% #4: 2 + 1 reps @ 55% #5: 2 + 1 reps @ 60% #6: 2 + 1 reps @ 65%Behind-the-Neck Push Press (Jerk grip) + Overhead Squat*See notes for ROE,135,135,Load,BTN PP + OHS Complex,"[{""load"":75,""success"":true},{""load"":95,""success"":true},{""load"":105,""success"":true},{""load"":115,""success"":true},{""load"":125,""success"":true},{""load"":135,""success"":true}]","time domain same as P.CL for 6x rounds, last couple reps @60/65% got real @RPE5",RX,,
07/26/2022,2X Alt. Tabatas KBS + Sled:,• KB Swings @70/53#• Sled Push/Pull @BW*See notes for ROE,61,61,Reps,,"[{""reps"":30},{""reps"":31}]",#🤬🤘 @70# KB 🇺🇲-Style @pproxBW += sled+2x45# plates + chain sledPushz @30 segments => ea segment += 1x rep @RPE5, 💔=>7+2/5+2/5+2/5+2 = 308+2/5+2/5+2/5+2 = 31#BenchmarkWOD name TBD🥵🤘,RX,
07/26/2022,Squat Pause Clean 8x1,Squat Pause Clean for load: #1: 1 rep @ 70% #2: 1 rep @ 70% #3: 1 rep @ 70% #4: 1 rep @ 75% #5: 1 rep @ 75% #6: 1 rep @ 80% #7: 1 rep @ 85% #8: 1 rep @ 88%,225,225,Load,Squat Pause Clean,"[{""load"":135,""success"":true},{""load"":135,""success"":true},{""load"":165,""success"":true},{""load"":165,""success"":true},{""load"":185,""success"":true},{""load"":185,""success"":true},{""load"":205,""success"":true},{""load"":225,""success"":true}]","all reps @beltless @nSleeves 5mm, steady @RPE4-5 last rep @RPE7 no significant degradation RFD🧨👍",RX,,
07/27/2022,Front Squat 5x1,Front Squat for load: #1: 1 rep #2: 1 rep #3: 1 rep #4: 1 rep #5: 1 rep,215,215,Load,Front Squat,"[{""load"":135,""success"":true},{""load"":165,""success"":true},{""load"":185,""success"":true},{""load"":205,""success"":true},{""load"":215,""success"":true}]",all reps 🧨no rebound based off 5RM 55-85% @RPE5🎯👍,RX,,
07/27/2022,Strict Weighted Pull-up 3x8,Strict Weighted Pull-up for load: #1: 8 reps #2: 8 reps #3: 8 repsStrict Weighted Pull-up(s) for load,0,0,Load,Strict Weighted Pull-up,"[{""load"":0,""success"":true}]",All reps strictC2B @BW @RPE4-5 =>8x@BW UB /Rest 1 min/5+3@BW :30-sec break/ Rest 2:00/8x@BW UB🎯🤘,RX,,
07/27/2022,DROP THE HAMR,3x5 AMRAP: • 10 Sledgehammer/Tire Strikes • 5 Burpees• 20m Shuttle Sprint*Rest 60-90 seconds,67,67,Reps,,"[{""reps"":20},{""reps"":22},{""reps"":25}]","Todays #DROPTHEHAMR courtesy of @MonsterMaul & @BackwoodsLegit #H🪵PO 🪓 Got after the wood pile today🤘burpees in the woodshed, shuttle @down/back lengths of the #polebarn🎯👍 @RPE4",RX,,
07/27/2022,Bench Press 8x3,Bench Press for load: #1: 3 reps @ 60% #2: 3 reps @ 65% #3: 3 reps @ 70% #4: 3 reps @ 72% #5: 3 reps @ 74% #6: 3 reps @ 76% #7: 3 reps @ 78% #8: 3 reps @ 80%,205,205,Load,Bench Press,"[{""load"":155,""success"":true},{""load"":160,""success"":true},{""load"":175,""success"":true},{""load"":175,""success"":true},{""load"":185,""success"":true},{""load"":185,""success"":true},{""load"":195,""success"":true},{""load"":205,""success"":true}]","@2RIR protocol, work based on @3RM worked up to 84% all reps 🧨🎯👍",RX,,
07/28/2022,GPP 3RFWT:,• 50m Left-Arm Farmer’s Carry 70/53#• 100m Zercher Carry with Sandbag (or heavy-ish odd object)• 50m Right-Arm Farmer’s Carry 70/53#• 30 sec Rest,2040,34:00:00,Time,,"[{""mins"":34,""secs"":0}]",stacked 🪵 🪓 during #DropTheHamr & loaded the Ascent w/ 🔥 🪵 for 🏕️ weekend 👍 @RPE3 @135bpm avg,RX,,
07/28/2022,Accessory,A) RDLs: 3 sets x 8 reps @RPE3-4.B) GHRs- 3 sets x 8 reps @RPE3-4. Rest 90s.,185,185,Load,,"[{""load"":185,""success"":true},{""load"":185,""success"":true},{""load"":185,""success"":true}]",W 2:00 R 1:30 🎯🤘RDLz @135+=50# Band💙GHRz @BW bench+=SpudStrap 50# Band💙,RX,,
07/29/2022,PRow + PC + PP Complex 8x3,PRow + PC + PP Complex for load: #1: 3 reps #2: 3 reps #3: 3 reps #4: 3 reps #5: 3 reps #6: 3 reps #7: 3 reps #8: 3 reps• Pendlay Row• Power Clean• Push Press,135,135,Load,PRow + PC + PP Complex,"[{""load"":135,""success"":true}]","1x #QuicKill, did some #H🪵PO subz @Ash logs 8 lifted onto forks 🚜 for mob/engage prior to approaching the bar 🤫",RX,,
07/29/2022,Annie,50-40-30-20-10 reps for time of:• Double-Unders• Sit-ups,735,12:15,Time,,"[{""mins"":12,""secs"":15}]",3:15 50 DUs + 50 AbMat SUs (time constrained) ran out of ⛽ 30x into Sit-Ups 🥵 12:15 estimate @RPE4,SCALED,,
07/29/2022,Deadlift 1x5,Deadlift for load: #1: 5RM from blocks w/ bar @ knees.,360,360,Load,Deadlift,"[{""load"":360,""success"":true}]","no Fn excuses, no blockers PM reckoning 1x buildz all @cleanDL hookd 185/225/275/325 🧨 #5RMDL #microGainz @RPE8.5🎯🫠🤘",RX,,
07/29/2022,High Bar Back Squat 1x5,High Bar Back Squat for load: #1: Test for new 5RM**See notes for ROE,320,320,Load,High Bar Back Squat,"[{""load"":320,""success"":true}]",1x buildz 135/185/255/305 @raw nSleeves 7mm, beltd => Killswitch #microGainzEngage 🫠🤘5RMHBBS @RPE8🎯,RX,
08/01/2022,High Bar Back Squat 5-5-5-3,High Bar Back Squat for load: #1: 5 reps @ 80% #2: 5 reps @ 85% #3: 5 reps @ 90% #4: 3 reps @ 90%,300,300,Load,High Bar Back Squat,"[{""load"":255,""success"":true},{""load"":275,""success"":true},{""load"":290,""success"":true},{""load"":300,""success"":true}]","All sets raw nSleeves 5mm <90% 7mm >=90% #Unbeltd ""Let the chaos reign!"" @RPE8 #CloudsOverPolebarniafornia🖤🤘🤬👍",RX,,
08/01/2022,Snatch + Hang Snatch Complex 5x1,Snatch + Hang Snatch Complex for load: #1: 1 rep #2: 1 rep #3: 1 rep #4: 1 rep #5: 1 repSnatch + Hang Snatch*Do not drop bar between Snatch & Hang Snatch,145,145,Load,Snatch + Hang Snatch Complex,"[{""load"":115,""success"":true},{""load"":115,""success"":true},{""load"":145,""success"":true},{""load"":135,""success"":true},{""load"":135,""success"":true}]","@5mm Sleeves + wraps, back was 🤕 thru builds, hips didnt engage until drop sets which did finally get 🧨on last backoff.",RX,,
08/01/2022,Tempo Bench Press 3-2-1-3-3,Tempo Bench Press for load: #1: 3 reps #2: 2 reps #3: 1 rep #4: 3 reps #5: 3 reps*Ref notes for tempo ROE,225,225,Load,Tempo Bench Press,"[{""load"":135,""success"":true},{""load"":185,""success"":true},{""load"":225,""success"":true},{""load"":185,""success"":true},{""load"":185,""success"":true}]",Whispers on the backoffs🤫🤘,RX,,
08/02/2022,GPP,"Follow your heart today.For example: Hike wearing vest, Loaded Carries, #HardwoodPaysOff, Sandbag, TGUs, sled...something that gets you moving for quality for 20-30+ minutes @Session-RPE 3-4*Wear a Heart-Rate Monitor if applicable & log your accomplishments.More ideas:1) https://www.t-nation.com/training/predator-conditioning2) https://www.t-nation.com/training/running-man3) https://www.t-nation.com/training/the-very-best-20-minute-workouts",420,7:00,Time,,"[{""mins"":7,""secs"":0}]","3x20yd sled dragz 10yd @Reverse lower body, 10yd reverse upper body pulls @185# @RPE3",RX,,
08/02/2022,Clean Pull 3x3,Clean Pull for load: #1: 3 reps @ 98% #2: 3 reps @ 100% #3: 3 reps @ 103%,275,275,Load,Clean Pull,"[{""load"":235,""success"":true},{""load"":255,""success"":true},{""load"":275,""success"":true}]","off 6"" blocks w/ wraps",RX,,
08/02/2022,100 FR LUNGES For Time:,• 100 Front Rack Lunges (anyhow) Holding a 30/20# D-Ball or @ 75/55# BB*Every time you drop the ball/bar perform 20/15 plyo push-ups,300,5:00,Time,,"[{""mins"":5,""secs"":0}]","20"" Alt box step-ups (@BW)",SCALED,,
08/03/2022,Z-Press/Seated Press 3x8,DB/KB Z-Press*/Seated Press for load: #1: 8 reps #2: 8 reps #3: 8 reps*See notes for ROE,20,20,Load,Seated Press,"[{""load"":18,""success"":true},{""load"":20,""success"":true},{""load"":18,""success"":true}]",unilateral KB/2x DBs/unilateral KB @RPE4,RX,,
08/03/2022,Strict Weighted Pull-up 3x8,Strict Weighted Pull-up for load: #1: 8 reps #2: 8 reps #3: 8 repsStrict Weighted Pull-up(s) for load,18,18,Load,Strict Weighted Pull-up,"[{""load"":0,""success"":true},{""load"":18,""success"":true},{""load"":18,""success"":true}]",@RPE4/5/5 =>8UB @BW/4+4 nChainz ⛓️/5+3 nChainz ⛓️,RX,,
08/03/2022,Front Squat 2x5,Front Squat for load: #1: 5 reps @ 70% #2: 5 reps @ 75%,225,225,Load,Front Squat,"[{""load"":135,""success"":true},{""load"":225,""success"":true}]",@RPE3-5 =>5x135 @ReverseBanded1+1+1+2x225 @ReverseBanded @RestPause,RX,,
08/03/2022,Every 90 sec for 9 min:,• 200 m Row OR 7 cal AirBike• Max Bench Presses 95/65#,60,60,Reps,,"[{""reps"":60}]",0:45-0:50 7-cal @EchoBike avg/Rd @115# BP += 10+11+10+10+10+9(fail 3/4up 10th rep 🤕)#ReDo,RX,,
08/04/2022,10 MIN AIR BIKE or ROW,Air Bike or Row for cals @RPE3 for 10:00 mins,55,55,Calories,,"[{""calories"":55}]",@EchoBike @120bpm avg @RPE3🎯,RX,,
08/04/2022,10 MIN SLED PULL,10 minutes of max distance sledpull @light @RPE3,563.27,563.27,Meters,,"[{""meters"":563.27}]",#Driveway500 1/2 @FwdDrag + 1/2 @RevDrag @110bpm avg HR @RPE3🎯,RX,,
08/04/2022,Accessory,A) RDLs: 3 sets x 8 reps @RPE3-4.B) GHRs- 3 sets x 8 reps @RPE3-4. Rest 90s.,185,185,Load,,"[{""load"":135,""success"":true},{""load"":185,""success"":true},{""load"":165,""success"":true}]",GHRz @50# 💙 band assistance+ 💙 band ab pullz,RX,,
08/05/2022,Deficit Deadlift 5x1,"Deficit Deadlift for load: #1: 1 rep #2: 1 rep #3: 1 rep #4: 1 rep #5: 1 repConventional Deadlift on 2-4"" riser/platesDEMO: https://www.youtube.com/watch?v=CpWsUsqBtN8",355,355,Load,Deficit Deadlift,"[{""load"":225,""success"":true},{""load"":295,""success"":true},{""load"":345,""success"":true},{""load"":375,""success"":false},{""load"":355,""success"":true}]","weak🤕 E2MOM Need some recovery, 375 got off the ground back tweakd like I could feel muscle fibers in lumbar splitting off the bone...no #BloodEagle on (#SuperRSD)",RX,,
08/05/2022,Power Snatch 6x2,Power Snatch for load: #1: 2 reps #2: 2 reps #3: 2 reps #4: 2 reps #5: 2 reps #6: 2 reps,135,135,Load,Power Snatch,"[{""load"":35,""success"":true},{""load"":35,""success"":true},{""load"":53,""success"":true},{""load"":53,""success"":true},{""load"":35,""success"":true},{""load"":135,""success"":true}]",KB + BB mix-in🧨🤘,RX,,
08/05/2022,High Bar Back Squat 1x5,High Bar Back Squat for load: #1: Test for new 5RM**See notes for ROE,225,225,Load,High Bar Back Squat,"[{""load"":225,""success"":true}]",5x unbeltd reps for speed💥 @RPE3 @5RIR (#SuperRSD),SCALED,,
08/06/2022,APEX PREDATOR HILLS,• Hill Sprint*• 10 Russian KB swings @AHAP• Walk down*Rest 1-2 Minutes*Repeat for Rounds/Reps--See notes for ROE,7,7,Rounds + Reps,,"[{""reps"":0,""rnds"":7}]","5@RX + set-up/retrieval of implements =>0:45 up #driveway 0:30 70# RKBSwingz#DIYTireSled out/🦍🛒back, FC up/down hill to stage; entire effort 36:00 @RPE4 @130bpm avg HR🎯🤘🥩",RX,PR,
08/08/2022,Snatch 8x1,Snatch for load: #1: 1 rep @ 70% #2: 1 rep @ 70% #3: 1 rep @ 73% #4: 1 rep @ 73% #5: 1 rep @ 75% #6: 1 rep @ 75% #7: 1 rep @ 80% #8: 1 rep @ 80%,53,53,Load,Snatch,"[{""load"":18,""success"":true},{""load"":35,""success"":true},{""load"":35,""success"":true},{""load"":35,""success"":true},{""load"":53,""success"":true},{""load"":53,""success"":true}]","Still feeling it KBz win today, wasnt feeling 70# (back)🤕",SCALED,,
08/08/2022,Accessory,5 Minutes Max Reps alternating legs:• Single Leg Banded Hamstring Curls,100,100,Reps,,"[{""reps"":100}]",25/25/10/10/15/15🫠🤘@50# band 💙,RX,,
08/08/2022,High Bar Back Squat 5-4-3-3,High Bar Back Squat for load: #1: 5 reps @ 80% #2: 4 reps @ 85% #3: 3 reps @ 90% #4: 3 reps @ 90%,205,205,Load,High Bar Back Squat,"[{""load"":185,""success"":true},{""load"":185,""success"":true},{""load"":195,""success"":true},{""load"":205,""success"":true}]",@ReverseBanded (back) #ApexPredHillz => (DOMSinated)🤕,SCALED,,
08/08/2022,Unilateral Farmer’s Carry 3 x 30 yards,"Unilateral Farmer’s Carry 3 x 30 yards each arm (7 RPE, work up to 8 RPE)",35,35,Load,,"[{""load"":35,""success"":true},{""load"":35,""success"":true},{""load"":35,""success"":true}]",@RPE3 Rx calls for 53=>70# feeling beat-up from 4-day #RSD lack of 💤 & weak-ass DOMS from #ApexPredHillz,SCALED,,
08/09/2022,BTN PP + OHS Complex 6x3,BTN PP + OHS Complex for load: #1: 2 + 1 reps @ 50% #2: 2 + 1 reps @ 55% #3: 2 + 1 reps @ 60% #4: 2 + 1 reps @ 65% #5: 2 + 1 reps @ 70% #6: 2 + 1 reps @ 75%Behind-the-Neck Push Press (Jerk grip) + Overhead Squat*See notes for ROE,95,95,Load,BTN PP + OHS Complex,"[{""load"":95,""success"":true},{""load"":95,""success"":true},{""load"":95,""success"":true}]","@EMOM scaled sets (time) felt ok, had some pop",RX,,
08/09/2022,STRONGMANCON,"For time:• 30 3-ish"" Deficit Deadlifts @ 225/145#• 200 Meter Farmer Carry* @70/53# • 7 Rope Climbs• 200 Meter Zercher Carry*• 30 Burpee Box Jumps (24""/20"")• 200 Meter OH Carry**See notes for Carry Implement ROE**STRICT 30:00 T/C",1800,30:00:00,Time,,"[{""mins"":30,""secs"":0}]","DNF, work was fun @130-160 bpm @RPE4 =>15 DDLz @225# @3"" deficit 35# Hi-Temps 73M @53# FCz (2xpolebarn out flag🇺🇲 & back)3x15 RCz110M @80# ZCz #UltimateSandbag (3x o&b)15x BBJz110M @45# Hi-Temp OHCz (3x o&b)",RX,,
08/10/2022,Chin-up (Weighted): 3RM,Chin-up (Weighted): 3RM,53,53,Load,,"[{""load"":53,""success"":true}]",buildz @18/35 KB @RPE8 for top set🤘,RX,PR,
08/10/2022,Dumbbell Lateral Raises: 3x15,Dumbbell Lateral Raises: 3 x 15. Rest 60 seconds.,15,15,Reps,,"[{""reps"":15},{""reps"":15},{""reps"":15}]",50# b-o BPAz,SCALED,,
08/10/2022,DE Accessory,150 of Each:• Banded Facepull-aparts• Banded Pushdowns,150,150,Reps,,"[{""reps"":75},{""reps"":75}]",25x ea @50# 💙 burn-in > FS+J reps #ChasingThePump ⛽🫠🤘,RX,,
08/10/2022,FS + J Complex 5x4,FS + J Complex for load: #1: 4 reps @ 65% #2: 4 reps @ 70% #3: 4 reps @ 75% #4: 4 reps @ 70% #5: 4 reps @ 65%Front Squat + Jerk*See Notes for Rep ROE,155,155,Load,FS + J Complex,"[{""load"":135,""success"":true},{""load"":0,""success"":true},{""load"":155,""success"":true},{""load"":0,""success"":true},{""load"":135,""success"":true}]",All reps 🧨🤘@RPE3/4/3,RX,,
08/12/2022,BTN Push Press 1x3,BTN Push Press for load: #1: 3 repsBehind-the-Neck Push Press (Jerk grip),185,185,Load,BTN Push Press,"[{""load"":185,""success"":true}]",no Fn rack had to get 😡 worked inw/ PC 💥🤘#NoRackPRPP -10% rackd PR @RPE9,RX,,
08/12/2022,Reverse Banded Squat 1x3,Reverse Banded Squat for load: #1: 3 repsHi-Bar Back Squat w/ Bands• DE Concentric w/ Eccentric band assistanceDEMO: https://www.youtube.com/watch?v=Xrh8JnX5lL8,225,225,Load,Reverse Banded Squat,"[{""load"":225,""success"":true}]","Uhhg, so much for the goalzZz, humbled...low back tweaked out (again) @90% build single...back to the drawing board 🤕😢😡",SCALED,,
08/12/2022,DE Box Jumps,Seated Dynamic Box Jumps: 15×1 every 30s.*Increase RFD by stacking plates to a challenging height. **Score is max height achieved.,30,30,Inches,,"[{""inches"":30}]","worked up 10 jumps 24-30"" just stacked plates w/ intent to PC & PP",RX,,
08/12/2022,Power Clean 5x3,Power Clean for load: #1: 3 reps @ 70% #2: 3 reps @ 75% #3: 3 reps @ 80% #4: 3 reps @ 75% #5: 3 reps @ 70%,185,185,Load,Power Clean,"[{""load"":135,""success"":true},{""load"":0,""success"":true},{""load"":185,""success"":true},{""load"":0,""success"":true},{""load"":185,""success"":true}]",quick jumps no backoff superset w/ PP,RX,,
08/12/2022,Box Squat 4x3,Box Squat for load: #1: 3 reps #2: 3 reps #3: 3 reps #4: 3 reps,85,85,Load,Box Squat,"[{""load"":65,""success"":true},{""load"":85,""success"":true}]",nope (low-back) said 🙅🤕,SCALED,,
08/15/2022,Row 2000m,Row 2000m,663,11:03,Time,,"[{""mins"":11,""secs"":3}]",@RPE3.5 🎯sub-10:00 #TDYWOD @ALPCRTC,RX,,
08/15/2022,Hip Belt Squat 4x6,"Hip Belt Squat for load: #1: 6 reps #2: 6 reps #3: 6 reps #4: 6 repsSquat w/ Belt + load b/t legs e.g. plates, KB, band, landmine, etc. =>https://www.t-nation.com/training/7-variations-of-the-hip-belt-squat/",50,50,Load,Hip Belt Squat,"[{""load"":50,""success"":true},{""load"":50,""success"":true},{""load"":50,""success"":true},{""load"":50,""success"":true}]",#TDYWOD 50# DB b/t 2x treadmills in hotel,RX,,
08/15/2022,Accessory,A) RDLs: 3 sets x 8 reps @RPE3-4.B) GHRs- 3 sets x 8 reps @RPE3-4. Rest 90s.,40,40,Load,,"[{""load"":30,""success"":true},{""load"":35,""success"":true},{""load"":40,""success"":true}]",1x-leg RDLz,RX,,
08/16/2022,STRONGMANCON,E3MOM for 5 rounds10 DB burpee clean and push press @ 50# / 35# each hand-rest 3 minutes-E3MOM for 3 roundsAMRAP log* push press @ heaviest possible*,1,1,Rounds + Reps,,"[{""reps"":0,""rnds"":1}]","No time, had to work in a set while unpacking the camper/vehicles. Did unilateral reps @35# 3x each x 3. Finished w/ a 70# KB single each side.",RX,,
08/17/2022,Front Box Squat 10x2,Front Box Squat for load: #1: 2 reps @ 55% #2: 2 reps @ 55% #3: 2 reps @ 55% #4: 2 reps @ 55% #5: 2 reps @ 60% #6: 2 reps @ 60% #7: 2 reps @ 60% #8: 2 reps @ 65% #9: 2 reps @ 65% #10: 2 reps @ 65%,175,175,Load,Front Box Squat,"[{""load"":135,""success"":true},{""load"":135,""success"":true},{""load"":135,""success"":true},{""load"":135,""success"":true},{""load"":155,""success"":true},{""load"":155,""success"":true},{""load"":155,""success"":true},{""load"":175,""success"":true},{""load"":175,""success"":true},{""load"":175,""success"":true}]","nChainz ⛓️ beltd everything stayed in place, no blockers",RX,,
08/17/2022,Bench Press 3x5,Bench Press for load: #1: 5 reps #2: 5 reps #3: 5 reps,200,200,Load,Bench Press,"[{""load"":200,""success"":true},{""load"":180,""success"":true},{""load"":180,""success"":true}]",nChainz ⛓️ topset @RPE10 today 🫤 put 230# on no mojo straight ctrl- usual suspects deraild glory -=  (#lshldr #lowback)🤕,RX,,
08/17/2022,RUCK-UP,"Wearing a loaded Backpack or Weighted vest @15-25lbs. hit the trails/pavement for a hike.Target a 30:00-45:00 ""In-Zone"" minimum effective dose*Score is distance covered--DO NOT JOG/RUN this is targeted ACTIVE RECOVERY.",3781.96,3781.96,Meters,,"[{""meters"":3781.958}]",2.35mi 33 zone mins in 41:30 total mins @RPE2 wearing 25# 🦺👍,RX,PR,
08/18/2022,GPP/CARDIAC OUTPUT,"EMOM 25:• Minute 1: 40s Box Jumps w. step down (24, 20)• Minute 2: 40s Calorie Row, Bike, or Run• Minute 3: 40s DB Snatch (50, 35)• Minute 4: 40s Stone or Heavy Sandbag Carry (or Asymmetrical Carry)• Minute 5: 40s Single Unders*Score is Avg HR--See notes for ROE",135,135,Points,,"[{""points"":135}]","24"" BJ/step-down, 10cal @EchoBike, 35# KBS, 80# unilateral #UltimateSandbag, 50 SU. Finisher #100DUUB @RPE5",RX,,
